model,oos_rmse_ols,oos_rmse_elasticnet,naive_persistence_rmse_ref
cpi_only,0.5261130927370022,0.5255093771333778,1.3200185729851996
cpi_diesel,0.6105091171469346,0.5130155925232476,1.3200185729851996
cpi_fx_brent_diesel,0.7724002988945001,0.5173459684883732,1.3200185729851996
