model,adj_r2,aic,oos_rmse,oos_rmse_improvement_vs_cpi_only_pct
cpi_only,-0.035738065864609814,246.2445428079075,0.5261130927370022,0.0
cpi_fx_brent,0.027983934562811452,247.36871613489836,0.6702794625056135,-27.402163481355974
cpi_diesel,0.1858862125245584,227.05252290370817,0.6105091171469346,-16.0414225715004
cpi_fx_brent_diesel,0.13720729097581708,239.29392867868125,0.7724002988945001,-46.81259781546892
